id,decimalLatitude,decimalLongitude,occurrenceStatus
110,-37.93749999999998,145.27083333333331,1
111,-38.35416666666664,145.0625,1
112,-37.72916666666664,145.52083333333331,0
113,-37.85416666666664,145.1875,1
114,-37.85416666666664,145.22916666666666,1
115,-38.35416666666664,144.9375,1
116,-37.85416666666664,144.8125,1
117,-37.85416666666664,144.8125,1
118,-37.895833333333314,145.27083333333331,1
119,-37.645833333333314,145.10416666666666,1
120,-37.645833333333314,145.10416666666666,1
121,-37.645833333333314,145.22916666666666,1
122,-37.770833333333314,145.35416666666666,0
123,-37.85416666666664,144.89583333333331,1
124,-38.06249999999998,145.52083333333331,1
125,-38.06249999999998,145.52083333333331,1
126,-38.06249999999998,145.52083333333331,1
127,-37.85416666666664,144.8125,1
128,-38.06249999999998,145.52083333333331,1
129,-37.93749999999998,145.35416666666666,1
130,-37.93749999999998,145.1875,1
131,-37.85416666666664,145.52083333333331,0
132,-37.895833333333314,145.22916666666666,1
133,-37.895833333333314,145.22916666666666,1
134,-37.520833333333314,145.14583333333331,1
135,-38.270833333333314,145.10416666666666,1
136,-37.72916666666664,145.14583333333331,1
137,-37.85416666666664,145.22916666666666,1
138,-37.93749999999998,145.35416666666666,1
139,-37.93749999999998,145.1875,1
140,-37.93749999999998,145.1875,1
141,-37.895833333333314,145.22916666666666,1
142,-37.68749999999998,145.77083333333331,0
143,-37.770833333333314,144.89583333333331,1
144,-37.85416666666664,144.8125,1
145,-37.85416666666664,144.8125,1
146,-37.895833333333314,145.1875,1
147,-37.68749999999998,145.1875,1
148,-37.72916666666664,144.97916666666666,1
149,-37.770833333333314,145.6875,0
150,-37.85416666666664,144.8125,1
151,-38.35416666666664,145.22916666666666,1
152,-38.18749999999998,145.14583333333331,1
153,-37.85416666666664,145.35416666666666,0
154,-37.85416666666664,145.35416666666666,0
155,-37.645833333333314,145.0625,1
156,-37.645833333333314,145.22916666666666,1
157,-37.645833333333314,145.22916666666666,1
158,-37.81249999999998,145.10416666666666,1
159,-37.81249999999998,144.89583333333331,1
160,-37.85416666666664,144.89583333333331,1
161,-37.645833333333314,145.10416666666666,1
162,-37.93749999999998,145.1875,1
163,-38.43749999999998,145.0625,1
164,-38.270833333333314,145.64583333333331,1
165,-38.18749999999998,145.14583333333331,1
166,-38.47916666666664,145.02083333333331,1
167,-38.43749999999998,145.47916666666666,1
168,-37.85416666666664,144.8125,1
169,-38.43749999999998,145.47916666666666,1
170,-38.35416666666664,144.9375,1
171,-38.270833333333314,145.64583333333331,1
172,-38.43749999999998,145.47916666666666,1
173,-38.22916666666664,145.3125,1
174,-37.770833333333314,145.52083333333331,0
175,-37.770833333333314,145.52083333333331,0
176,-37.770833333333314,145.02083333333331,1
177,-38.270833333333314,145.64583333333331,1
178,-38.35416666666664,144.9375,1
179,-37.85416666666664,144.8125,1
180,-37.68749999999998,145.3125,0
181,-38.18749999999998,145.47916666666666,1
182,-37.895833333333314,145.22916666666666,1
183,-37.93749999999998,145.22916666666666,1
184,-38.18749999999998,145.14583333333331,1
185,-37.68749999999998,145.3125,0
186,-37.770833333333314,144.89583333333331,1
187,-37.520833333333314,145.10416666666666,1
188,-38.22916666666664,145.39583333333331,1
189,-38.22916666666664,145.64583333333331,1
190,-38.43749999999998,145.47916666666666,1
191,-38.43749999999998,145.47916666666666,1
192,-37.770833333333314,145.10416666666666,1
193,-37.72916666666664,145.02083333333331,1
194,-37.72916666666664,144.97916666666666,1
195,-37.93749999999998,145.3125,1
196,-37.645833333333314,145.0625,1
197,-37.645833333333314,145.0625,1
198,-37.895833333333314,145.22916666666666,1
199,-37.895833333333314,145.22916666666666,1
200,-37.85416666666664,145.10416666666666,1
201,-38.35416666666664,144.9375,1
202,-37.770833333333314,145.52083333333331,0
203,-37.93749999999998,145.22916666666666,1
204,-38.10416666666664,145.14583333333331,1
205,-37.895833333333314,145.22916666666666,1
206,-37.770833333333314,144.89583333333331,1
207,-37.68749999999998,145.27083333333331,1
208,-37.770833333333314,145.3125,0
209,-37.68749999999998,145.1875,1
210,-37.81249999999998,144.89583333333331,1
211,-37.72916666666664,145.10416666666666,1
212,-38.35416666666664,144.9375,1
213,-38.35416666666664,144.97916666666666,1
214,-37.770833333333314,145.02083333333331,1
215,-37.72916666666664,145.10416666666666,1
216,-37.81249999999998,145.10416666666666,1
217,-38.145833333333314,145.1875,1
218,-38.10416666666664,145.14583333333331,1
219,-37.72916666666664,144.97916666666666,1
220,-37.93749999999998,145.4375,0
221,-38.020833333333314,145.14583333333331,1
222,-37.97916666666664,145.3125,1
223,-38.270833333333314,145.10416666666666,1
224,-37.97916666666664,145.14583333333331,1
225,-38.35416666666664,144.9375,1
226,-38.395833333333314,145.0625,1
227,-37.895833333333314,145.22916666666666,1
228,-37.895833333333314,145.22916666666666,1
229,-37.770833333333314,144.97916666666666,1
230,-37.72916666666664,144.97916666666666,1
231,-37.72916666666664,144.97916666666666,1
232,-37.68749999999998,145.0625,1
233,-38.270833333333314,145.64583333333331,1
234,-37.645833333333314,145.1875,1
235,-37.93749999999998,145.27083333333331,1
236,-37.770833333333314,144.89583333333331,1
237,-37.645833333333314,145.22916666666666,1
238,-37.97916666666664,145.3125,1
239,-37.93749999999998,145.3125,1
240,-37.68749999999998,145.14583333333331,1
241,-38.22916666666664,145.35416666666666,1
242,-37.72916666666664,145.22916666666666,1
243,-37.72916666666664,145.22916666666666,1
244,-37.72916666666664,145.22916666666666,1
245,-37.85416666666664,144.8125,1
246,-38.395833333333314,145.10416666666666,1
247,-38.395833333333314,145.10416666666666,1
248,-38.395833333333314,145.10416666666666,1
249,-38.395833333333314,145.10416666666666,1
250,-37.770833333333314,144.97916666666666,1
251,-37.770833333333314,144.97916666666666,1
252,-38.35416666666664,144.97916666666666,1
253,-37.770833333333314,145.39583333333331,0
254,-37.895833333333314,145.22916666666666,1
255,-37.895833333333314,145.22916666666666,1
256,-37.895833333333314,145.22916666666666,1
257,-37.93749999999998,145.1875,1
258,-37.85416666666664,145.5625,0
259,-37.93749999999998,145.1875,1
260,-37.520833333333314,145.14583333333331,1
261,-37.68749999999998,145.10416666666666,1
262,-38.35416666666664,144.9375,1
263,-37.645833333333314,144.85416666666666,1
264,-37.645833333333314,144.85416666666666,1
265,-37.645833333333314,144.85416666666666,1
266,-37.93749999999998,145.1875,1
267,-37.93749999999998,145.22916666666666,1
268,-38.35416666666664,144.97916666666666,1
269,-37.895833333333314,145.22916666666666,1
270,-38.020833333333314,145.4375,1
271,-37.895833333333314,145.3125,1
272,-38.395833333333314,145.47916666666666,1
273,-37.895833333333314,145.22916666666666,1
274,-37.72916666666664,144.97916666666666,1
275,-37.81249999999998,145.52083333333331,0
276,-37.93749999999998,145.10416666666666,1
277,-37.72916666666664,145.0625,1
278,-38.43749999999998,145.47916666666666,1
279,-37.81249999999998,145.47916666666666,0
280,-38.31249999999998,145.02083333333331,1
281,-37.85416666666664,144.85416666666666,1
282,-37.72916666666664,144.97916666666666,1
283,-38.31249999999998,145.02083333333331,1
284,-38.18749999999998,145.14583333333331,1
285,-37.68749999999998,145.14583333333331,1
286,-38.47916666666664,145.1875,1
287,-37.895833333333314,145.27083333333331,1
288,-37.895833333333314,145.27083333333331,1
289,-38.35416666666664,144.89583333333331,1
290,-37.85416666666664,145.10416666666666,1
291,-38.22916666666664,145.14583333333331,1
292,-38.35416666666664,144.9375,1
293,-38.35416666666664,144.9375,1
294,-37.68749999999998,145.1875,1
295,-37.72916666666664,145.0625,1
296,-37.72916666666664,145.10416666666666,1
297,-37.72916666666664,145.22916666666666,1
298,-37.72916666666664,145.22916666666666,1
299,-38.10416666666664,145.14583333333331,1
300,-38.47916666666664,145.1875,1
301,-37.81249999999998,144.89583333333331,1
302,-38.145833333333314,145.22916666666666,1
303,-37.895833333333314,145.22916666666666,1
304,-38.145833333333314,145.27083333333331,1
305,-38.145833333333314,145.27083333333331,1
306,-37.81249999999998,145.60416666666666,0
307,-38.10416666666664,145.14583333333331,1
308,-38.395833333333314,145.52083333333331,1
309,-38.18749999999998,145.47916666666666,1
310,-37.93749999999998,145.35416666666666,1
311,-37.97916666666664,145.3125,1
312,-37.895833333333314,145.22916666666666,1
313,-37.68749999999998,145.1875,1
314,-38.35416666666664,144.97916666666666,1
315,-37.72916666666664,145.14583333333331,1
316,-37.68749999999998,145.14583333333331,1
317,-37.68749999999998,145.1875,1
318,-37.85416666666664,145.1875,1
319,-37.81249999999998,145.3125,0
320,-38.145833333333314,145.27083333333331,1
321,-37.60416666666664,145.0625,1
322,-37.895833333333314,145.1875,1
323,-37.72916666666664,145.10416666666666,1
324,-38.18749999999998,145.22916666666666,1
325,-37.68749999999998,145.1875,1
326,-37.85416666666664,144.85416666666666,1
327,-37.56249999999998,145.27083333333331,0
328,-38.35416666666664,145.0625,1
329,-37.85416666666664,145.22916666666666,1
330,-38.31249999999998,145.1875,1
331,-37.68749999999998,145.1875,1
332,-37.895833333333314,145.22916666666666,1
333,-37.97916666666664,145.1875,1
334,-37.770833333333314,145.02083333333331,1
335,-38.31249999999998,145.10416666666666,1
336,-37.770833333333314,145.02083333333331,1
337,-37.645833333333314,145.1875,1
338,-38.10416666666664,145.14583333333331,1
339,-38.145833333333314,145.22916666666666,1
340,-38.145833333333314,145.1875,1
341,-38.31249999999998,145.1875,1
342,-37.72916666666664,145.35416666666666,0
343,-37.895833333333314,145.1875,1
344,-37.72916666666664,145.0625,1
345,-37.72916666666664,145.0625,1
346,-37.97916666666664,145.1875,1
347,-37.85416666666664,145.27083333333331,1
348,-38.43749999999998,145.4375,1
349,-38.395833333333314,145.02083333333331,1
350,-37.770833333333314,145.35416666666666,0
351,-38.10416666666664,145.14583333333331,1
352,-37.97916666666664,145.14583333333331,1
353,-37.770833333333314,144.89583333333331,1
354,-37.85416666666664,144.89583333333331,1
355,-37.85416666666664,144.8125,1
356,-38.35416666666664,145.72916666666666,1
357,-38.35416666666664,144.97916666666666,1
358,-38.35416666666664,144.97916666666666,1
359,-37.770833333333314,145.02083333333331,1
360,-37.72916666666664,145.10416666666666,1
361,-37.81249999999998,144.85416666666666,1
362,-37.770833333333314,145.64583333333331,0
363,-37.81249999999998,145.64583333333331,0
364,-37.81249999999998,145.64583333333331,0
365,-37.85416666666664,144.8125,1
366,-38.43749999999998,145.47916666666666,1
367,-37.85416666666664,145.22916666666666,1
368,-37.85416666666664,145.22916666666666,1
369,-37.72916666666664,145.10416666666666,1
370,-37.72916666666664,145.27083333333331,1
371,-37.85416666666664,144.89583333333331,1
372,-37.72916666666664,144.97916666666666,1
373,-37.81249999999998,144.85416666666666,1
374,-38.18749999999998,145.1875,1
375,-37.68749999999998,144.97916666666666,1
376,-38.35416666666664,144.97916666666666,1
377,-37.68749999999998,145.14583333333331,1
378,-37.770833333333314,144.97916666666666,1
379,-37.770833333333314,144.97916666666666,1
380,-37.770833333333314,144.97916666666666,1
381,-37.645833333333314,145.4375,0
382,-37.72916666666664,145.27083333333331,1
383,-37.97916666666664,145.22916666666666,1
384,-38.270833333333314,145.0625,1
385,-37.770833333333314,145.27083333333331,0
386,-37.770833333333314,145.27083333333331,0
387,-37.81249999999998,145.10416666666666,1
388,-37.770833333333314,144.97916666666666,1
389,-37.770833333333314,144.97916666666666,1
390,-38.395833333333314,145.02083333333331,1
391,-37.72916666666664,145.1875,1
392,-37.72916666666664,144.97916666666666,1
393,-37.72916666666664,145.3125,0
394,-37.72916666666664,145.27083333333331,1
395,-37.770833333333314,144.97916666666666,1
396,-38.020833333333314,145.10416666666666,1
397,-37.93749999999998,145.35416666666666,1
398,-38.270833333333314,145.64583333333331,1
399,-37.770833333333314,144.97916666666666,1
400,-37.68749999999998,145.1875,1
401,-37.645833333333314,144.97916666666666,1
402,-37.770833333333314,145.3125,0
403,-37.770833333333314,145.02083333333331,1
404,-38.35416666666664,145.14583333333331,1
405,-37.60416666666664,144.9375,1
406,-37.81249999999998,145.27083333333331,0
407,-37.81249999999998,145.02083333333331,1
408,-37.81249999999998,145.02083333333331,1
409,-37.770833333333314,144.89583333333331,1
410,-37.85416666666664,145.22916666666666,1
411,-37.895833333333314,144.8125,1
412,-37.81249999999998,145.3125,0
413,-37.72916666666664,145.10416666666666,1
414,-37.645833333333314,145.1875,1
415,-37.895833333333314,145.22916666666666,1
416,-37.93749999999998,145.22916666666666,1
417,-37.72916666666664,144.97916666666666,1
418,-38.020833333333314,145.1875,1
419,-37.68749999999998,145.14583333333331,1
420,-38.18749999999998,145.14583333333331,1
421,-37.81249999999998,145.27083333333331,0
422,-37.81249999999998,145.3125,0
423,-37.895833333333314,145.22916666666666,1
424,-37.72916666666664,145.27083333333331,1
425,-37.93749999999998,145.0625,1
426,-38.06249999999998,145.1875,1
427,-37.645833333333314,145.1875,1
428,-37.93749999999998,145.3125,1
429,-37.93749999999998,145.3125,1
430,-37.770833333333314,144.97916666666666,1
431,-37.72916666666664,144.97916666666666,1
432,-37.895833333333314,144.8125,1
433,-37.85416666666664,144.8125,1
434,-37.85416666666664,144.89583333333331,1
435,-38.18749999999998,145.5625,1
436,-37.770833333333314,145.35416666666666,0
437,-37.895833333333314,145.1875,1
438,-38.35416666666664,144.9375,1
439,-38.06249999999998,145.22916666666666,1
440,-37.81249999999998,145.52083333333331,0
441,-37.770833333333314,145.02083333333331,1
442,-37.770833333333314,145.0625,1
443,-37.770833333333314,145.0625,1
444,-37.81249999999998,145.27083333333331,0
445,-37.85416666666664,145.3125,0
446,-37.770833333333314,144.97916666666666,1
447,-37.85416666666664,145.27083333333331,1
448,-37.72916666666664,145.14583333333331,1
449,-37.72916666666664,145.14583333333331,1
450,-37.770833333333314,145.27083333333331,0
451,-37.72916666666664,145.27083333333331,1
452,-37.72916666666664,145.4375,0
453,-37.770833333333314,144.97916666666666,1
454,-37.770833333333314,145.60416666666666,0
455,-38.47916666666664,145.64583333333331,1
456,-37.85416666666664,145.1875,1
457,-37.93749999999998,145.1875,1
458,-37.56249999999998,145.10416666666666,1
459,-37.72916666666664,145.0625,1
460,-37.72916666666664,144.97916666666666,1
461,-37.72916666666664,145.0625,1
462,-37.72916666666664,144.97916666666666,1
463,-37.645833333333314,145.1875,1
464,-37.81249999999998,145.52083333333331,0
465,-37.81249999999998,144.85416666666666,1
466,-37.81249999999998,145.10416666666666,1
467,-37.72916666666664,145.0625,1
468,-37.72916666666664,144.97916666666666,1
469,-38.31249999999998,145.1875,1
470,-37.60416666666664,145.39583333333331,0
471,-37.895833333333314,145.47916666666666,0
472,-37.895833333333314,145.22916666666666,1
473,-37.770833333333314,145.02083333333331,1
474,-38.10416666666664,145.14583333333331,1
475,-38.22916666666664,145.02083333333331,1
476,-37.85416666666664,145.10416666666666,1
477,-37.72916666666664,145.10416666666666,1
478,-38.020833333333314,145.1875,1
479,-37.85416666666664,145.1875,1
480,-37.895833333333314,145.22916666666666,1
481,-37.895833333333314,145.22916666666666,1
482,-37.770833333333314,145.27083333333331,0
483,-37.85416666666664,145.10416666666666,1
484,-37.68749999999998,145.1875,1
485,-37.68749999999998,145.1875,1
486,-38.06249999999998,145.52083333333331,1
487,-37.895833333333314,145.22916666666666,1
488,-38.020833333333314,145.1875,1
489,-37.72916666666664,145.0625,1
490,-37.93749999999998,145.22916666666666,1
491,-37.93749999999998,145.22916666666666,1
492,-37.93749999999998,145.1875,1
493,-37.93749999999998,145.1875,1
494,-37.93749999999998,145.1875,1
495,-37.770833333333314,144.97916666666666,1
496,-37.645833333333314,145.27083333333331,0
497,-37.895833333333314,145.22916666666666,1
498,-37.93749999999998,145.35416666666666,1
499,-37.72916666666664,145.10416666666666,1
500,-37.72916666666664,145.10416666666666,1
501,-37.72916666666664,145.22916666666666,1
502,-37.770833333333314,145.39583333333331,0
503,-37.81249999999998,144.89583333333331,1
504,-37.770833333333314,145.02083333333331,1
505,-37.895833333333314,145.27083333333331,1
506,-37.645833333333314,145.10416666666666,1
507,-37.85416666666664,145.22916666666666,1
508,-37.85416666666664,145.10416666666666,1
509,-38.35416666666664,144.97916666666666,1
510,-37.85416666666664,145.10416666666666,1
511,-37.85416666666664,144.8125,1
512,-38.35416666666664,144.97916666666666,1
513,-37.645833333333314,145.4375,0
514,-38.020833333333314,145.52083333333331,1
515,-37.97916666666664,145.27083333333331,1
516,-37.97916666666664,145.27083333333331,1
517,-38.06249999999998,145.27083333333331,1
518,-38.06249999999998,145.27083333333331,1
519,-37.60416666666664,145.27083333333331,0
520,-37.81249999999998,145.47916666666666,0
521,-37.72916666666664,145.14583333333331,1
522,-37.770833333333314,145.10416666666666,1
523,-37.93749999999998,145.10416666666666,1
524,-38.31249999999998,145.10416666666666,1
525,-38.06249999999998,145.4375,1
526,-38.06249999999998,145.4375,1
527,-38.020833333333314,145.14583333333331,1
528,-37.97916666666664,145.1875,1
529,-37.85416666666664,144.8125,1
530,-37.68749999999998,145.1875,1
531,-38.31249999999998,145.10416666666666,1
532,-37.770833333333314,145.02083333333331,1
533,-38.270833333333314,145.0625,1
534,-37.770833333333314,145.02083333333331,1
535,-37.85416666666664,145.47916666666666,0
536,-37.770833333333314,145.4375,0
537,-38.06249999999998,145.22916666666666,1
538,-38.06249999999998,145.22916666666666,1
539,-38.395833333333314,145.1875,1
540,-37.85416666666664,145.10416666666666,1
541,-37.97916666666664,145.1875,1
542,-37.97916666666664,145.1875,1
543,-37.56249999999998,144.9375,1
544,-37.56249999999998,144.9375,1
545,-37.895833333333314,145.22916666666666,1
546,-38.145833333333314,145.1875,1
547,-37.81249999999998,144.97916666666666,1
548,-37.770833333333314,145.02083333333331,1
549,-37.770833333333314,145.02083333333331,1
550,-37.81249999999998,145.27083333333331,0
551,-37.85416666666664,145.10416666666666,1
552,-37.72916666666664,145.22916666666666,1
553,-37.770833333333314,145.02083333333331,1
554,-37.770833333333314,145.02083333333331,1
555,-37.93749999999998,145.47916666666666,0
556,-37.68749999999998,144.97916666666666,1
557,-38.06249999999998,145.4375,1
558,-37.770833333333314,145.0625,1
559,-37.770833333333314,145.0625,1
560,-37.770833333333314,145.0625,1
561,-37.770833333333314,145.0625,1
562,-37.770833333333314,145.0625,1
563,-37.81249999999998,145.27083333333331,0
564,-37.93749999999998,145.3125,1
565,-38.06249999999998,145.52083333333331,1
566,-37.60416666666664,145.27083333333331,0
567,-37.72916666666664,145.0625,1
568,-37.72916666666664,145.0625,1
569,-37.645833333333314,145.1875,1
570,-37.770833333333314,145.1875,1
571,-37.60416666666664,145.02083333333331,1
572,-37.770833333333314,145.02083333333331,1
573,-37.770833333333314,145.02083333333331,1
574,-37.895833333333314,144.8125,1
575,-37.895833333333314,145.22916666666666,1
576,-37.895833333333314,145.22916666666666,1
577,-37.895833333333314,145.22916666666666,1
578,-37.93749999999998,145.22916666666666,1
579,-37.895833333333314,145.27083333333331,1
580,-37.81249999999998,145.14583333333331,1
581,-37.81249999999998,145.14583333333331,1
582,-37.72916666666664,145.0625,1
583,-37.770833333333314,145.10416666666666,1
584,-37.85416666666664,145.22916666666666,1
585,-37.895833333333314,145.22916666666666,1
586,-37.895833333333314,145.22916666666666,1
587,-37.895833333333314,145.22916666666666,1
588,-37.72916666666664,144.97916666666666,1
589,-38.47916666666664,145.27083333333331,1
590,-37.645833333333314,145.1875,1
591,-37.85416666666664,145.10416666666666,1
592,-37.85416666666664,145.10416666666666,1
593,-37.770833333333314,145.10416666666666,1
594,-38.22916666666664,145.14583333333331,1
595,-37.72916666666664,145.14583333333331,1
596,-37.770833333333314,145.3125,0
597,-37.520833333333314,144.89583333333331,1
598,-38.020833333333314,145.10416666666666,1
599,-37.520833333333314,145.72916666666666,0
600,-37.72916666666664,145.0625,1
601,-37.72916666666664,145.0625,1
602,-37.72916666666664,145.0625,1
603,-37.895833333333314,145.22916666666666,1
604,-37.770833333333314,145.0625,1
605,-37.85416666666664,144.85416666666666,1
606,-37.645833333333314,145.52083333333331,0
607,-37.770833333333314,145.10416666666666,1
608,-37.645833333333314,145.10416666666666,1
609,-37.645833333333314,145.1875,1
610,-38.06249999999998,145.22916666666666,1
611,-37.85416666666664,145.22916666666666,1
612,-37.770833333333314,144.89583333333331,1
613,-38.18749999999998,145.1875,1
614,-37.72916666666664,145.10416666666666,1
615,-37.72916666666664,145.0625,1
616,-37.72916666666664,144.97916666666666,1
617,-37.895833333333314,145.22916666666666,1
618,-37.895833333333314,145.22916666666666,1
619,-37.93749999999998,145.22916666666666,1
620,-37.93749999999998,145.22916666666666,1
621,-37.770833333333314,145.27083333333331,0
622,-37.85416666666664,144.89583333333331,1
623,-37.770833333333314,145.02083333333331,1
624,-37.895833333333314,145.27083333333331,1
625,-37.85416666666664,145.27083333333331,1
626,-37.93749999999998,145.22916666666666,1
627,-37.93749999999998,145.22916666666666,1
628,-37.81249999999998,145.35416666666666,0
629,-37.895833333333314,144.8125,1
630,-37.85416666666664,144.8125,1
631,-37.85416666666664,144.8125,1
632,-37.85416666666664,144.8125,1
633,-37.85416666666664,144.8125,1
634,-37.85416666666664,144.8125,1
635,-37.81249999999998,145.14583333333331,1
636,-37.645833333333314,145.22916666666666,1
637,-37.93749999999998,145.0625,1
638,-38.31249999999998,145.10416666666666,1
639,-37.770833333333314,144.89583333333331,1
640,-37.68749999999998,145.3125,0
641,-38.10416666666664,145.14583333333331,1
642,-37.97916666666664,145.10416666666666,1
643,-37.85416666666664,145.35416666666666,0
644,-37.895833333333314,145.1875,1
645,-37.895833333333314,145.1875,1
646,-37.85416666666664,145.27083333333331,1
647,-38.06249999999998,145.52083333333331,1
648,-37.72916666666664,145.22916666666666,1
649,-38.395833333333314,144.85416666666666,1
650,-37.85416666666664,144.8125,1
651,-37.68749999999998,145.1875,1
652,-37.72916666666664,145.10416666666666,1
653,-37.72916666666664,145.10416666666666,1
654,-37.72916666666664,145.10416666666666,1
655,-37.72916666666664,145.10416666666666,1
656,-37.68749999999998,144.97916666666666,1
657,-37.85416666666664,144.8125,1
658,-37.68749999999998,145.3125,0
659,-37.72916666666664,145.1875,1
660,-37.72916666666664,145.60416666666666,0
661,-37.895833333333314,145.22916666666666,1
662,-37.72916666666664,145.3125,0
663,-37.85416666666664,145.10416666666666,1
664,-37.60416666666664,145.27083333333331,0
665,-37.68749999999998,145.1875,1
666,-38.06249999999998,145.14583333333331,1
667,-38.06249999999998,145.14583333333331,1
668,-38.020833333333314,145.47916666666666,1
669,-38.020833333333314,145.47916666666666,1
670,-37.85416666666664,144.89583333333331,1
671,-37.85416666666664,144.89583333333331,1
672,-37.97916666666664,145.3125,1
673,-37.895833333333314,145.22916666666666,1
674,-37.72916666666664,145.10416666666666,1
675,-38.06249999999998,145.35416666666666,1
676,-37.93749999999998,145.1875,1
677,-37.93749999999998,145.1875,1
678,-37.81249999999998,144.89583333333331,1
679,-37.93749999999998,145.52083333333331,0
680,-37.93749999999998,145.52083333333331,0
681,-37.93749999999998,145.52083333333331,0
682,-37.93749999999998,145.52083333333331,0
683,-37.93749999999998,145.52083333333331,0
684,-37.93749999999998,145.52083333333331,0
685,-37.93749999999998,145.52083333333331,0
686,-37.93749999999998,145.52083333333331,0
687,-37.93749999999998,145.52083333333331,0
688,-37.93749999999998,145.52083333333331,0
689,-37.93749999999998,145.52083333333331,0
690,-37.93749999999998,145.52083333333331,0
691,-37.93749999999998,145.52083333333331,0
692,-37.93749999999998,145.52083333333331,0
693,-37.93749999999998,145.52083333333331,0
694,-37.93749999999998,145.52083333333331,0
